timestamp,clean_title,subject,verb,object,eval,palettes,legend,active_passive
20161220,"Global corporate defaults hit 150 for 2016, most since financial crisis",Global corporate defaults,hit,"150 for 2016, most since financial crisis",7,#e377c2,"hit, fall, sink, suffer",
20161220,Nigeria's Buhari says recession will ebb in 2017-statement,Nigeria's Buhari,says,recession will ebb in 2017-statement,6,#636363,say,
20161222,"Nokia sues Apple for infringing patents, industry back on war footing",Nokia,sues,"Apple for infringing patents, industry back on war footing",4,#e7ba52,"face, settle, raid, investigate, ...",
20161222,Facebook says government requests for account data rise 27 percent,Facebook,says,government requests for account data rise 27 percent,3,#636363,say,
20161222,Facebook says government requests for account data rise 27 pct,Facebook,says,government requests for account data rise 27 pct,3,#636363,say,
20161222,Nokia sues Apple for infringing technology patents,Nokia,sues,Apple for infringing technology patents,4,#e7ba52,"face, settle, raid, investigate, ...",
20161222,"Nokia sues apple in Europe, U.S. for infringement of Nokia patents",Nokia,sues,"apple in Europe, U.S. for infringement of Nokia patents",4,#e7ba52,"face, settle, raid, investigate, ...",
20161224,Brazil loan defaults fall slightly in November,Brazil loan defaults,fall,slightly in November,7,#e377c2,"hit, fall, sink, suffer",
20161228,Panasonic to invest over $256 million in Tesla's U.S. plant for solar cells,Panasonic,to invest,over $256 million in Tesla's U.S. plant for solar cells,5,#1f77b4,"buy, invest, acquire",
20161228,Panasonic to invest over $256 mln in Tesla's U.S. plant for solar cells,Panasonic,to invest,over $256 mln in Tesla's U.S. plant for solar cells,5,#1f77b4,"buy, invest, acquire",
20170103,"Brazil posts record trade surplus in 2016 on recession, currency",Brazil,posts,"record trade surplus in 2016 on recession, currency",6,#e7cb94,"face, seen, post, slip, slide, confirm",
20170104,Tesla posts 9.4 percent fall in quarterly deliveries,Tesla,posts,9.4 percent fall in quarterly deliveries,5,#636363,say,
20170104,Four killed in possible tornado as storms lash U.S. South,Four,killed,in possible tornado as storms lash U.S. South,1,#393b79,"kill, injure, rise",
20170105,U.S. Labor department sues Google for compensation data,U.S. Labor department,sues,Google for compensation data,2,#e7ba52,"face, settle, raid, investigate, ...",
20170105,Finnish MP fined for anti-Muslim agitation on Facebook,Finnish MP,fined,for anti-Muslim agitation on Facebook,3,#e7ba52,"face, settle, raid, investigate, ...",
20170106,"Apple plans first retail store in S.Korea, posts hiring notices",Apple,plans,"first retail store in S.Korea, posts hiring notices",4,#d62728,"launch, unveil, introduce",
20170106,Google says acquires Limes Audio,Google,says,acquires Limes Audio,2,#636363,say,
20170106,Apple says App Store generated over $20 bln for developers in 2016,Apple,says,App Store generated over $20 bln for developers in 2016,4,#636363,say,
20170107,Facebook hires former CNN anchor Campbell Brown for news role,Facebook,hires,former CNN anchor Campbell Brown for news role,3,#fdd0a2,hire,
20170107,"Apple plans first retail store in South Korea, posts hiring notices",Apple,plans,"first retail store in South Korea, posts hiring notices",4,#d62728,"launch, unveil, introduce",
20170112,"Facebook launches ""Journalism Project""",Facebook,launches,"""Journalism Project""",3,#d62728,"launch, unveil, introduce",
20170115,Magnitude 5.6 earthquake hits off Indonesia's Maluku islands,Magnitude 5.6 earthquake,hits,off Indonesia's Maluku islands,0,#e6550d,"hit, shake, strike",
20170119,"Spate of strong earthquakes hit snowbound central Italy, one dead",Spate of strong earthquakes,hit,"snowbound central Italy, one dead",0,#e6550d,"hit, shake, strike",
20170120,Defaults seen rising globally despite U.S. optimism,Defaults,seen rising,globally despite U.S. optimism,7,#f7fcb9,rise,
20170120,Defaults seen rising globally despite US optimism,Defaults,seen rising,globally despite US optimism,7,#f7fcb9,rise,
20170120,Facebook to build third foreign data center in Denmark,Facebook,to build,third foreign data center in Denmark,3,#1f77b4,"buy, invest, acquire",
20170120,Facebook to build third foreign data centre in Denmark,Facebook,to build,third foreign data centre in Denmark,3,#1f77b4,"buy, invest, acquire",
20170120,Facebook to build data centre in Denmark,Facebook,to build,data centre in Denmark,3,#1f77b4,"buy, invest, acquire",
20170121,BRIEF-Apple sues Qualcomm for roughly $1 bln over royalties,BRIEF-Apple,sues,Qualcomm for roughly $1 bln over royalties,4,#e7ba52,"face, settle, raid, investigate, ...",
20170122,"Pre-dawn tornado kills four in Mississippi, causes widespread damage",Pre-dawn tornado,kills,"four in Mississippi, causes widespread damage",1,#393b79,"kill, injure, rise",
20170126,Apple says dialogue with India on local expansion plans was 'constructive',Apple,says,dialogue with India on local expansion plans was 'constructive',4,#636363,say,
20170126,"Apple says dialogue with India on local expansion plans was ""constructive""",Apple,says,"dialogue with India on local expansion plans was ""constructive""",4,#636363,say,
20170201,"Facebook developing app for TV set-top boxes- CNBC, citing DJ",Facebook,developing,"app for TV set-top boxes- CNBC, citing DJ",3,#6baed6,developing,
20170201,Apple says strong dollar impacted March-qtr rev forecast,Apple,says,strong dollar impacted March-qtr rev forecast,4,#636363,say,
20170202,Facebook reports Q4 earnings per share $1.21,Facebook,reports,Q4 earnings per share $1.21,3,#636363,say,
20170706,Tesla shares dive 7 percent; still above analysts' target price,Tesla shares,dive,7 percent; still above analysts' target price,5,#e377c2,"hit, fall, sink, suffer",
20170706,Tesla shares dive 7 pct; still above analysts' target price,Tesla shares,dive,7 pct; still above analysts' target price,5,#e377c2,"hit, fall, sink, suffer",
20170706,Tesla shares dive 7 pct but remain above analysts' target price,Tesla shares,dive,7 pct but remain above analysts' target price,5,#e377c2,"hit, fall, sink, suffer",
20170708,Tesla April registrations drop in key California market,Tesla April registrations,drop,in key California market,5,#e377c2,"hit, fall, sink, suffer",
20170708,Facebook to build housing in Silicon Valley for first time,Facebook,to build,housing in Silicon Valley for first time,3,#1f77b4,"buy, invest, acquire",
20170708,"Tesla says 3,500 in transit vehicles to be counted as Q3 deliveries",Tesla,says,"3,500 in transit vehicles to be counted as Q3 deliveries",5,#636363,say,
20170712,Earthquake of 6.8 magnitude strikes off New Zealand,Earthquake of 6.8 magnitude,strikes,off New Zealand,0,#e6550d,"hit, shake, strike",
20170714,South Africa faces tough budget choices in recession,South Africa,faces,tough budget choices in recession,6,#e7cb94,"face, seen, post, slip, slide, confirm",
20170717,Earthquake measuring 6.1 magnitude strikes off Tonga,Earthquake,measuring,6.1 magnitude strikes off Tonga,0,#31a354,measuring,
20170718,"Strong earthquake strikes off Peru, no damage seen",Strong earthquake,strikes,"off Peru, no damage seen",0,#e6550d,"hit, shake, strike",
20170719,Facebook says provides update on next steps to address link preview,Facebook,says,provides update on next steps to address link preview,3,#636363,say,
20170720,Facebook to launch news subscription product,Facebook,to launch,news subscription product,3,#d62728,"launch, unveil, introduce",
20170721,Bill Gross warns of recession risk if highly levered economies hike rates,Bill Gross,warns,of recession risk if highly levered economies hike rates,6,#ad494a,"see, predict, warn",
20170722,Apple says Deirdre O’Brien named vice president of people,Apple,says,Deirdre O’Brien named vice president of people,4,#636363,say,
20170728,"Brazil's Bradesco sees lower defaults, loan book growth by year-end",Brazil's Bradesco,sees,"lower defaults, loan book growth by year-end",7,#ad494a,"see, predict, warn",
20170730,Apple says it is removing VPN services from China App Store,Apple,says,it is removing VPN services from China App Store,4,#636363,say,
20170801,Avis announces Google Home integration with AI capabilities,Avis,announces,Google Home integration with AI capabilities,2,#636363,say,
20170801,Santander Brasil sees fee goals feasible despite recession,Santander Brasil,sees,fee goals feasible despite recession,6,#ad494a,"see, predict, warn",
20170804,Tesla shares rise as investors bet on Model 3 success,Tesla shares,rise,as investors bet on Model 3 success,5,#e377c2,"hit, fall, sink, suffer",
20170804,Moderate earthquake shakes central Oklahoma,Moderate earthquake,shakes,central Oklahoma,0,#e6550d,"hit, shake, strike",
20170805,Apple to launch watches that can make calls,Apple,to launch,watches that can make calls,4,#d62728,"launch, unveil, introduce",
20170805,Google developing technology for Snapchat-like media content,Google,developing,technology for Snapchat-like media content,2,#6baed6,developing,
20170805,"BRIEF-Google developing technology for Snapchat-like media content, in discussions with several publishers",BRIEF-Google,developing,"technology for Snapchat-like media content, in discussions with several publishers",2,#6baed6,developing,
20170808,"Google employee James Damore says was ""fired for perpetuating gender stereotypes""",Google employee James Damore,says,"was ""fired for perpetuating gender stereotypes""",2,#636363,say,
20170808,Tesla announces proposed $1.5 billion offering of senior notes,Tesla,announces,proposed $1.5 billion offering of senior notes,5,#636363,say,
20170809,Google memo writer faces tough legal road challenging firing,Google memo writer,faces,tough legal road challenging firing,2,#e7ba52,"face, settle, raid, investigate, ...",
20170810,"Facebook to launch redesign of video tab, called 'Watch'",Facebook,to launch,"redesign of video tab, called 'Watch'",3,#d62728,"launch, unveil, introduce",
20170810,Fall in global junk bond default rate seen through 2018,Fall in global junk bond default rate,seen,through 2018,7,#e7cb94,"face, seen, post, slip, slide, confirm",
20170810,Facebook announces steps co has taken to remove cloaking,Facebook,announces,steps co has taken to remove cloaking,3,#636363,say,
20170812,"Deadly tornado hits northern China, killing five",Deadly tornado,hits,"northern China, killing five",1,#e6550d,"hit, shake, strike",
20170812,Kroton sees no relief in Brazil distance-learning defaults,Kroton,sees,no relief in Brazil distance-learning defaults,7,#ad494a,"see, predict, warn",
20170815,Google says it is canceling Daily Stormer's registration,Google,says,it is canceling Daily Stormer's registration,2,#636363,say,
20170815,Facebook expands Marketplace trading service across Europe,Facebook,expands,Marketplace trading service across Europe,3,#d62728,"launch, unveil, introduce",
20170817,Tornado Global Hydrovacs Ltd reports qtrly ‍revenue of $6.7 million versus $5.8 million​,Tornado Global Hydrovacs Ltd,reports,qtrly ‍revenue of $6.7 million versus $5.8 million​,1,#ff9896,report,
20170822,Google introduces Android 8.0 Oreo,Google,introduces,Android 8.0 Oreo,2,#d62728,"launch, unveil, introduce",
20170823,TD Ameritrade launches Facebook chatbot,TD Ameritrade,launches,Facebook chatbot,3,#d62728,"launch, unveil, introduce",
20170826,Trump slaps sanctions on Venezuela; Maduro sees effort to force default,Trump slaps sanctions on Venezuela; Maduro,sees,effort to force default,7,#ad494a,"see, predict, warn",
20170826,Venezuela says U.S. sanctions designed to push Venezuela to default,Venezuela,says,U.S. sanctions designed to push Venezuela to default,7,#636363,say,
20170828,Earthquake measuring 6.6 magnitude strikes off PNG's northcoast,Earthquake,measuring,6.6 magnitude strikes off PNG's northcoast,0,#31a354,measuring,
20170830,S&P; sees U.S. keeping AA+ rating if it avoids default,S&P;,sees,U.S. keeping AA+ rating if it avoids default,7,#ad494a,"see, predict, warn",
20170906,Nigeria exits recession but recovery fragile,Nigeria,exits,recession but recovery fragile,6,#bdbdbd,"dodge, exit",
20170906,Nigeria's economy exits recession but recovery weak,Nigeria's economy,exits,recession but recovery weak,6,#bdbdbd,"dodge, exit",
20170907,Facebook says likely Russian-based operation funded U.S. ads with political message,Facebook,says,likely Russian-based operation funded U.S. ads with political message,3,#636363,say,
20170907,Facebook says likely Russian-based operation spent money on ads on issues,Facebook,says,likely Russian-based operation spent money on ads on issues,3,#636363,say,
20170907,Home Depot says will join Google express this fall,Home Depot,says,will join Google express this fall,2,#636363,say,
20170908,Google says it has no evidence of Russian ads about U.S. election,Google,says,it has no evidence of Russian ads about U.S. election,2,#636363,say,
20170912,Facebook fined 1.2 million euros by Spanish data watchdog,Facebook,fined,1.2 million euros by Spanish data watchdog,3,#e7ba52,"face, settle, raid, investigate, ...",
20170912,Google says it has appealed to EU court against EU antitrust fine,Google,says,it has appealed to EU court against EU antitrust fine,2,#636363,say,
20170913,Facebook says some Russian ads during U.S. election promoted live events,Facebook,says,some Russian ads during U.S. election promoted live events,3,#636363,say,
20170915,Facebook to launch election integrity effort in Canada,Facebook,to launch,election integrity effort in Canada,3,#d62728,"launch, unveil, introduce",
20170915,Google to launch mobile payment service in India,Google,to launch,mobile payment service in India,2,#d62728,"launch, unveil, introduce",
20170916,"Facebook hires AI expert, launches lab in Canada's Montreal",Facebook,hires,"AI expert, launches lab in Canada's Montreal",3,#fdd0a2,hire,
20170916,‍Fitch says Mexican earthquake will raise state infrastructure expenses​,‍Fitch,says,Mexican earthquake will raise state infrastructure expenses​,0,#636363,say,
20170916,Facebook hires prominent artificial-intelligence expert to open Montreal lab,Facebook,hires,prominent artificial-intelligence expert to open Montreal lab,3,#fdd0a2,hire,
20170918,Earthquake hits off Papua New Guinea,Earthquake,hits,off Papua New Guinea,0,#e6550d,"hit, shake, strike",
20170919,Google launches digital payments service in India,Google,launches,digital payments service in India,2,#d62728,"launch, unveil, introduce",
20170920,At least 138 people killed by earthquake in Mexico,At least 138 people,killed,by earthquake in Mexico,0,#393b79,"kill, injure, rise",
20170920,Mexican peso dips after earthquake hits southern Mexico,Mexican peso,dips,after earthquake hits southern Mexico,0,#8c6d31,"cause, dip, drag, fall, ...",
20170920,Tesla shares fall from record high after warning from analyst,Tesla shares,fall,from record high after warning from analyst,5,#e377c2,"hit, fall, sink, suffer",
20170921,Google to buy part of HTC's smartphone operations for $1.1 bln,Google,to buy,part of HTC's smartphone operations for $1.1 bln,2,#1f77b4,"buy, invest, acquire",
20170921,Google to buy part of HTC's smartphone operations for around $1 bln -source,Google,to buy,part of HTC's smartphone operations for around $1 bln -source,2,#1f77b4,"buy, invest, acquire",
20170921,Google close to buying smartphone maker HTC's assets,Google close,to buying,smartphone maker HTC's assets,2,#1f77b4,"buy, invest, acquire",
20170921,Google close to buying smartphone maker HTC's assets -Bbg,Google close,to buying,smartphone maker HTC's assets -Bbg,2,#1f77b4,"buy, invest, acquire",
20170921,‍Fitch says Retail institutional default rate could top 10% with Toys R Us​,‍Fitch,says,Retail institutional default rate could top 10% with Toys R Us​,7,#636363,say,
20170923,Magnitude 5.7 earthquake hits off northern California,Magnitude 5.7 earthquake,hits,off northern California,0,#e6550d,"hit, shake, strike",
20170926,Magnitude 6.0 earthquake strikes off Papua New Guinea,Magnitude 6.0 earthquake,strikes,off Papua New Guinea,0,#e6550d,"hit, shake, strike",
20170926,Fitch says ‍global default rates remained in relatively benign territory for H1 2017,Fitch,says,‍global default rates remained in relatively benign territory for H1 2017,7,#636363,say,
20170927,"Earthquake measuring 6.5 magnitude strikes off Fiji, no tsunami threat",Earthquake,measuring,"6.5 magnitude strikes off Fiji, no tsunami threat",0,#31a354,measuring,
20170928,Facebook says deleted many fake accounts in German campaign,Facebook,says,deleted many fake accounts in German campaign,3,#636363,say,
20170928,Google says will treat comparison shopping rivals equally,Google,says,will treat comparison shopping rivals equally,2,#636363,say,
20170928,"Brazil bank lending falls 0.1 pct in August, defaults stable",Brazil bank lending,falls,"0.1 pct in August, defaults stable",7,#e377c2,"hit, fall, sink, suffer",
20170929,"Apple says received 30,814 government device requests for H1 2017",Apple,says,"received 30,814 government device requests for H1 2017",4,#636363,say,
20171003,Facebook says 10 million U.S. users saw Russia-linked ads,Facebook,says,10 million U.S. users saw Russia-linked ads,3,#636363,say,
20171003,Facebook says about 10 million U.S. users viewed Russian-sponsored ads,Facebook,says,about 10 million U.S. users viewed Russian-sponsored ads,3,#636363,say,
20171003,Facebook says about 10 mln U.S. users viewed Russian-sponsored ads,Facebook,says,about 10 mln U.S. users viewed Russian-sponsored ads,3,#636363,say,
20171003,"Tesla deliveries rise in third quarter, but Model 3 faces 'bottlenecks'",Tesla deliveries,rise,"in third quarter, but Model 3 faces 'bottlenecks'",5,#e377c2,"hit, fall, sink, suffer",
20171003,"Tesla deliveries rise in 3rd qtr, but Model 3 faces 'bottlenecks'",Tesla deliveries,rise,"in 3rd qtr, but Model 3 faces 'bottlenecks'",5,#e377c2,"hit, fall, sink, suffer",
20171003,"Apple faces down Qualcomm, Ericsson over EU patent fees",Apple,faces,"down Qualcomm, Ericsson over EU patent fees",4,#e7ba52,"face, settle, raid, investigate, ...",
20171004,Tesla shares fall on warning of Model 3 bottleneck,Tesla shares,fall,on warning of Model 3 bottleneck,5,#e377c2,"hit, fall, sink, suffer",
20171005,"Google launches new phones, speakers in hardware push",Google,launches,"new phones, speakers in hardware push",2,#d62728,"launch, unveil, introduce",
20171005,Alphabet's Google launches slew of new products headlined by Google Pixel 2,Alphabet's Google,launches,slew of new products headlined by Google Pixel 2,2,#d62728,"launch, unveil, introduce",
20171011,Mexican mogul Slim donates $105 million to earthquake recovery efforts,Mexican mogul Slim,donates,$105 million to earthquake recovery efforts,0,#637939,"help, provide, raise, support, ...",
20171011,Mexican mogul Slim donates $105 mln to earthquake recovery efforts,Mexican mogul Slim,donates,$105 mln to earthquake recovery efforts,0,#637939,"help, provide, raise, support, ...",
20171012,Facebook to sell portable headset for virtual reality,Facebook,to sell,portable headset for virtual reality,3,#aec7e8,sell,
20171012,"AT&T; says hurricanes, earthquakes hurt third-quarter results",AT&T;,says,"hurricanes, earthquakes hurt third-quarter results",0,#636363,say,
20171012,"Facebook to launch new virtual reality headset, 'Oculus Go'",Facebook,to launch,"new virtual reality headset, 'Oculus Go'",3,#d62728,"launch, unveil, introduce",
20171012,"Facebook says aware that people having trouble accessing Facebook, Instagram",Facebook,says,"aware that people having trouble accessing Facebook, Instagram",3,#636363,say,
20171013,Time Inc partners with Google to launch Adapt Video,Time Inc partners with Google,to launch,Adapt Video,2,#d62728,"launch, unveil, introduce",
20171013,Fed's Brainard sees merits to allowing higher inflation after future recessions,Fed's Brainard,sees,merits to allowing higher inflation after future recessions,6,#ad494a,"see, predict, warn",
20171018,"Volvo unveils Polestar model in China, looks to rival Tesla 3",Volvo,unveils,"Polestar model in China, looks to rival Tesla 3",5,#d62728,"launch, unveil, introduce",
20171020,"Facebook to launch news subscription feature, some big names opt out",Facebook,to launch,"news subscription feature, some big names opt out",3,#d62728,"launch, unveil, introduce",
20171020,"eDreams says Ryanair, Google & eDreams reach resolution of legal proceedings",eDreams,says,"Ryanair, Google & eDreams reach resolution of legal proceedings",2,#636363,say,
20171024,Apple Hospitality REIT acquires two Residence Inn by Marriott Hotels,Apple Hospitality REIT,acquires,two Residence Inn by Marriott Hotels,4,#1f77b4,"buy, invest, acquire",
20171026,Apple acquires New Zealand wireless charging company,Apple,acquires,New Zealand wireless charging company,4,#1f77b4,"buy, invest, acquire",
20171028,Facebook says will make ads more transparent,Facebook,says,will make ads more transparent,3,#636363,say,
20171028,Brazil loan defaults hit lowest in nearly 2 years in September,Brazil loan defaults,hit,lowest in nearly 2 years in September,7,#e377c2,"hit, fall, sink, suffer",
20171031,Facebook says 126 million Americans may have seen Russia-linked political posts,Facebook,says,126 million Americans may have seen Russia-linked political posts,3,#636363,say,
20171031,Facebook says 126 mln Americans may have seen Russia-linked political posts,Facebook,says,126 mln Americans may have seen Russia-linked political posts,3,#636363,say,
20171103,Qualcomm sues Apple for breach of software license contract,Qualcomm,sues,Apple for breach of software license contract,4,#e7ba52,"face, settle, raid, investigate, ...",
20171103,Qualcomm sues Apple for contract breach,Qualcomm,sues,Apple for contract breach,4,#e7ba52,"face, settle, raid, investigate, ...",
20171104,"Hurricanes, earthquake drag down third-quarter profit at Buffett's Berkshire","Hurricanes, earthquake",drag,down third-quarter profit at Buffett's Berkshire,0,#8c6d31,"cause, dip, drag, fall, ...",
20171104,"Hurricanes, earthquake drag down 3rd-qtr profit at Buffett's Berkshire","Hurricanes, earthquake",drag,down 3rd-qtr profit at Buffett's Berkshire,0,#8c6d31,"cause, dip, drag, fall, ...",
20171104,"Apple says had 123,000 full-time employees as of Sept. 30",Apple,says,"had 123,000 full-time employees as of Sept. 30",4,#636363,say,
20171107,Apple says no operations were moved from Ireland,Apple,says,no operations were moved from Ireland,4,#636363,say,
20171107,"Venezuela bonds tumble, PDVSA bonds rise on partial default speculation","Venezuela bonds tumble, PDVSA bonds",rise,on partial default speculation,7,#f7fcb9,rise,
20171108,Tesla buys automation equipment maker Perbix,Tesla,buys,automation equipment maker Perbix,5,#1f77b4,"buy, invest, acquire",
20171114,Tesla hit by class-action lawsuit claiming racial discrimination,Tesla,hit,by class-action lawsuit claiming racial discrimination,5,#e377c2,"hit, fall, sink, suffer",
20171114,Google faces antitrust investigation in Missouri,Google,faces,antitrust investigation in Missouri,2,#e7ba52,"face, settle, raid, investigate, ...",
20171115,"Venezuela says debt refinancing under way, S&P; calls selective default",Venezuela,says,"debt refinancing under way, S&P; calls selective default",7,#636363,say,
20171116,Tesla says it will fight lawsuit claiming racial discrimination,Tesla,says,it will fight lawsuit claiming racial discrimination,5,#636363,say,
20171117,Tornado Global Hydrovacs reports Q3 2017 results,Tornado Global Hydrovacs,reports,Q3 2017 results,1,#ff9896,report,
20171117,Tesla to unveil electric big-rig truck in midst of Model 3 factory 'hell',Tesla,to unveil,electric big-rig truck in midst of Model 3 factory 'hell',5,#d62728,"launch, unveil, introduce",
20171118,Strong earthquake rattles Tibet but only minor damage reported,Strong earthquake,rattles,Tibet but only minor damage reported,0,#7b4173,"felt, seen, rattle",
20171118,"Fitch lowers Noble Group Rating, says default appears probable","Fitch lowers Noble Group Rating,",says,default appears probable,7,#636363,say,
20171122,"Future Group plans expansion using Google, Facebook tech",Future Group,plans,"expansion using Google, Facebook tech",3,#d62728,"launch, unveil, introduce",
20171123,"Mexico cenbank says earthquakes, oil output crimp 2017 growth",Mexico cenbank,says,"earthquakes, oil output crimp 2017 growth",0,#636363,say,
20171123,Peter Thiel sells most of remaining Facebook stake,Peter Thiel,sells,most of remaining Facebook stake,3,#aec7e8,sell,
20171123,Apple says illegal student labor discovered at iPhone X plant,Apple,says,illegal student labor discovered at iPhone X plant,4,#636363,say,
20171123,Apple says illegal student labour discovered at iPhone X plant,Apple,says,illegal student labour discovered at iPhone X plant,4,#636363,say,
20171124,"Russia says Google down-ranking Sputnik, RT would be censorship",Russia,says,"Google down-ranking Sputnik, RT would be censorship",2,#636363,say,
20171124,"Tornado in Indonesia injures 35, damages hundreds of homes",Tornado in Indonesia,injures,"35, damages hundreds of homes",1,#393b79,"kill, injure, rise",
20171128,Facebook to expand artificial intelligence to help prevent suicide,Facebook,to expand,artificial intelligence to help prevent suicide,3,#d62728,"launch, unveil, introduce",
20171128,Google says no changes in algorithm to re-rank websites,Google,says,no changes in algorithm to re-rank websites,2,#636363,say,
20171204,"Earthquake strikes off Kermadec Islands, no tsunami warning",Earthquake,strikes,"off Kermadec Islands, no tsunami warning",0,#e6550d,"hit, shake, strike",
20171205,Google's Hinton says AI poses new challenges to regulators,Google's Hinton,says,AI poses new challenges to regulators,2,#636363,say,
20171206,Google unveils new Android software in India to power cheap smartphones,Google,unveils,new Android software in India to power cheap smartphones,2,#d62728,"launch, unveil, introduce",
20171208,Facebook Says Introduces New Gaming Features on Messenger,Facebook,Says,Introduces New Gaming Features on Messenger,3,#636363,say,
20171209,Apple in talks to acquire music identification app Shazam,Apple in talks,to acquire,music identification app Shazam,4,#1f77b4,"buy, invest, acquire",
20171212,Magnitude 6.0 earthquake hits western Iran,Magnitude 6.0 earthquake,hits,western Iran,0,#e6550d,"hit, shake, strike",
20171213,Multiple earthquakes hit southeastern Iran,Multiple earthquakes,hit,southeastern Iran,0,#e6550d,"hit, shake, strike",
20171214,Facebook says Russian-linked accounts spent just 97 cents on ads over Brexit,Facebook,says,Russian-linked accounts spent just 97 cents on ads over Brexit,3,#636363,say,
20171214,Apple to invest $390 mln in chipmaker Finisar,Apple,to invest,$390 mln in chipmaker Finisar,4,#1f77b4,"buy, invest, acquire",
20171215,India's SEBI chairman says banks should disclose corporate defaults,India's SEBI chairman,says,banks should disclose corporate defaults,7,#636363,say,
20171215,Severfield Says Awarded Landmark Contract For Google's Uk HQ,Severfield,Says,Awarded Landmark Contract For Google's Uk HQ,2,#636363,say,
20171216,Facebook Says Launches Snooze Feature,Facebook,Says,Launches Snooze Feature,3,#636363,say,
20171219,Facebook Says Account Data Requests Increased By 21 Pct In H1 2017,Facebook,Says,Account Data Requests Increased By 21 Pct In H1 2017,3,#636363,say,
20171219,Facebook Says To Begin Demoting Posts That Use Engagement Bait this week,Facebook,Says,To Begin Demoting Posts That Use Engagement Bait this week,3,#636363,say,
20171219,WhatsApp faces French fine over Facebook data sharing,WhatsApp,faces,French fine over Facebook data sharing,3,#e7ba52,"face, settle, raid, investigate, ...",
20171220,"Facebook Says Announcing New Tools To ""Prevent Harassment""",Facebook,Says,"Announcing New Tools To ""Prevent Harassment""",3,#636363,say,
20171221,Facebook Says it is Replacing Disputed Flags with Related Articles- Blog,Facebook,Says,it is Replacing Disputed Flags with Related Articles- Blog,3,#636363,say,
20171227,Apple faces lawsuits after saying it slows down aging iPhones,Apple,faces,lawsuits after saying it slows down aging iPhones,4,#e7ba52,"face, settle, raid, investigate, ...",
20180110,Tesla says solar roof production has started in Buffalo,Tesla,says,solar roof production has started in Buffalo,5,#636363,say,
20180115,"Magnitude 7.3 earthquake hits 124 km southwest of Puquio, Peru",Magnitude 7.3 earthquake,hits,"124 km southwest of Puquio, Peru",0,#e6550d,"hit, shake, strike",
20180116,"Google says ""no changes"" to mapping platform in China after report",Google,says,"""no changes"" to mapping platform in China after report",2,#636363,say,
20180116,"Earthquake rattles Greece, felt in Athens","Earthquake rattles Greece,",felt,in Athens,0,#7b4173,"felt, seen, rattle",
20180117,Google Says Will Commission Three Subsea Cables In 2019,Google,Says,Will Commission Three Subsea Cables In 2019,2,#636363,say,
20180117,Google says 'no changes' to mapping platform in China after report,Google,says,'no changes' to mapping platform in China after report,2,#636363,say,
20180119,Google announces patent agreement with Tencent amid China push,Google,announces,patent agreement with Tencent amid China push,2,#636363,say,
20180119,Google announces patent agreement with China's Tencent,Google,announces,patent agreement with China's Tencent,2,#636363,say,
20180119,Facebook Says CEO Of American Express Appointed To Board,Facebook,Says,CEO Of American Express Appointed To Board,3,#636363,say,
20180123,Facebook says it can't guarantee social media is good for democracy,Facebook,says,it can't guarantee social media is good for democracy,3,#636363,say,
20180124,Facebook buys Boston software company that authenticates IDs,Facebook,buys,Boston software company that authenticates IDs,3,#1f77b4,"buy, invest, acquire",
20180124,"Apple launches HomePod voice speaker, takes on Google, Amazon",Apple,launches,"HomePod voice speaker, takes on Google, Amazon",4,#d62728,"launch, unveil, introduce",
20180124,Facebook buys Boston software company that authenticates IDs -source,Facebook,buys,Boston software company that authenticates IDs -source,3,#1f77b4,"buy, invest, acquire",
20180124,"Apple says Homepod Arrives Feb 9, Available To Order on Friday",Apple,says,"Homepod Arrives Feb 9, Available To Order on Friday",4,#636363,say,
20180124,Tesla says CEO Musk to get paid only when company performs well,Tesla,says,CEO Musk to get paid only when company performs well,5,#636363,say,
20180126,Facebook says EU ruling disallowing class action supports previous rulings,Facebook,says,EU ruling disallowing class action supports previous rulings,3,#636363,say,
20180130,Google says invests in Indonesian ride-hailing firm Go-Jek,Google,says,invests in Indonesian ride-hailing firm Go-Jek,2,#636363,say,
20180131,"Facebook Says To Prohibit Ads Promoting Cryptocurrency, ICOs",Facebook,Says,"To Prohibit Ads Promoting Cryptocurrency, ICOs",3,#636363,say,
20180201,"Earthquake kills child, injures dozens in Pakistan","Earthquake kills child,",injures,dozens in Pakistan,0,#393b79,"kill, injure, rise",
20180202,BRIEF-Google Says To Build Additional Data Center In Belgium‍​,BRIEF-Google,Says,To Build Additional Data Center In Belgium‍​,2,#636363,say,
20180203,Apple stock loses some sheen on disappointing iPhone sales,Apple stock,loses,some sheen on disappointing iPhone sales,4,#c7e9c0,loses,
20180207,Google to buy Chelsea Market building for over $2 billion,Google,to buy,Chelsea Market building for over $2 billion,2,#1f77b4,"buy, invest, acquire",
20180207,Google to buy Chelsea Market building for over $2 bln -report,Google,to buy,Chelsea Market building for over $2 bln -report,2,#1f77b4,"buy, invest, acquire",
20180207,Apple says it sees 'strong demand' for replacement iPhone batteries,Apple,says,it sees 'strong demand' for replacement iPhone batteries,4,#636363,say,
20180208,World Bank launches $1.4 billion catastrophe bond for Latam earthquakes,World Bank,launches,$1.4 billion catastrophe bond for Latam earthquakes,0,#637939,"help, provide, raise, support, ...",
